1.666667e-05|70.34|26.3|2.554335 
5.00455|70.34|26.5|2.28083 
10.00908|70.34|26.0|2.021978 
15.01362|70.34|26.3|1.79243 
20.01815|70.34|24.8|1.616606 
25.02268|70.16|23.3|1.52381 
30.02722|70.16|22.9|1.465201 
35.03175|70.16|23.5|1.45055 
40.03628|70.16|23.9|1.445665 
45.04082|70.16|22.8|1.421245 
50.04535|70.16|22.6|1.391941 
55.04988|70.16|22.5|1.396825 
60.05442|70.16|22.4|1.401709 
65.05895|69.98001|22.2|1.406593 
70.06349|69.98001|22.2|1.455433 
75.06802|69.98001|22.6|1.406593 
80.07255|69.98001|22.0|1.452991 
85.07709|69.8|22.0|1.455433 
90.08162|69.8|21.5|1.443223 
95.08615|69.8|21.8|1.440781 
100.0907|69.8|21.7|1.440781 
105.0952|69.8|21.5|1.416361 
110.0997|69.98001|22.4|1.494506 
115.1043|70.16|24.1|2.788767 
120.1088|70.16|24.8|4.19536 
125.1133|70.34|24.9|3.111111 
130.1179|70.7|25.1|4.102564 
135.1224|70.88|25.2|2.417583 
140.127|71.24|25.0|2.412699 
145.1315|71.42|24.9|6.207571 
150.136|71.6|24.9|4.507936 
155.1405|71.78|24.9|4.654457 
160.1451|71.96|24.9|3.965812 
165.1496|72.14|25.0|3.457875 
170.1541|72.14|25.0|4.0 
175.1587|72.32|24.7|3.384615 
180.1632|72.32|24.9|2.998779 
185.1678|72.32|25.1|3.257631 
190.1723|72.32|24.9|3.833944 
195.1768|72.32|25.0|3.521368 
200.1813|72.5|24.9|6.256411 
205.1859|72.5|25.0|4.285714 
210.1904|72.5|24.8|3.677656 
215.195|72.5|24.8|0.004884005 
220.1995|72.68|24.9|0.002442003 
225.204|73.4|24.7|0.00976801 
230.2085|72.86|24.7|0.002442003 
235.2131|72.32|24.9|0.004884005 
240.2176|72.14|25.0|0.004884005 
245.2221|71.96|25.0|0.00976801 
250.2267|71.78|24.9|0.004884005 
255.2312|71.6|24.9|0.007326007 
260.2357|71.6|25.0|0.002442003 
265.2403|71.42|24.9|0.0 
270.2448|71.24|24.9|0.004884005 
275.2494|71.06|24.9|0.0 
280.2539|71.06|25.0|0.00976801 
285.2584|70.88|24.9|0.00976801 
290.2629|70.88|24.9|0.007326007 
295.2675|70.88|24.9|0.00976801 
300.272|70.7|24.9|0.002442003 
305.2765|70.7|24.9|0.0 
310.2811|71.42|24.9|0.00976801 
315.2856|71.42|24.9|0.004884005 
320.2901|71.24|24.9|0.002442003 
325.2946|71.06|24.8|0.004884005 
330.2992|70.88|24.7|0.004884005 
335.3037|70.88|24.8|0.007326007 
340.3083|70.7|24.7|0.004884005 
345.3128|70.7|24.6|0.004884005 
350.3173|70.7|24.5|0.004884005 
355.3219|70.7|24.5|0.002442003 
360.3264|70.52|24.7|0.004884005 
365.3309|70.52|24.7|0.004884005 
370.3355|70.52|24.7|0.0 
375.34|70.52|24.7|0.004884005 
380.3445|71.24|24.6|0.002442003 
385.3491|71.24|24.7|0.004884005 
390.3536|70.88|24.6|0.004884005 
395.3581|70.7|24.5|0.004884005 
400.3627|70.7|24.5|0.004884005 
405.3672|70.7|24.5|0.004884005 
410.3717|70.7|24.4|0.01221001 
415.3763|70.52|24.5|0.004884005 
420.3808|70.52|24.5|0.0 
425.3853|70.34|24.5|0.004884005 
430.3898|70.34|24.5|0.007326007 
435.3944|70.34|24.5|0.007326007 
440.3989|70.34|24.6|0.00976801 
445.4034|71.06|24.6|0.00976801 
450.408|71.06|24.6|0.00976801 
455.4125|70.7|24.5|0.0 
460.417|70.7|24.5|0.00976801 
465.4216|70.7|24.4|0.00976801 
470.4261|70.52|24.5|0.8644689 
475.4306|70.52|24.6|0.00976801 
480.4352|70.52|24.5|0.002442003 
485.4397|70.52|24.5|0.0 
490.4443|70.52|24.6|0.004884005 
495.4488|70.52|24.6|0.007326007 
500.4533|70.34|24.5|0.00976801 
505.4579|70.34|24.8|0.004884005 
510.4624|70.34|24.6|0.002442003 
515.4669|70.16|24.6|0.004884005 
520.4714|70.16|24.7|0.002442003 
525.476|70.16|24.7|0.002442003 
530.4805|70.16|25.2|0.004884005 
535.485|69.98001|25.1|0.004884005 
540.4896|69.98001|25.1|0.004884005 
545.4941|69.98001|25.1|0.007326007 
550.4987|69.98001|25.0|0.004884005 
555.5032|69.98001|24.9|0.0 
560.5077|69.8|24.9|0.007326007 
565.5123|69.8|24.9|0.00976801 
570.5168|69.8|25.0|0.007326007 
575.5213|69.8|25.0|0.002442003 
580.5258|69.62|25.0|0.00976801 
585.5304|69.8|25.1|0.004884005 
590.535|69.62|25.0|0.0 
595.5394|69.62|25.1|0.007326007 
600.544|69.62|24.9|0.004884005 
605.5485|69.62|25.0|0.007326007 
610.553|69.62|24.9|0.004884005 
615.5576|69.44|24.9|0.0 
620.5621|69.44|24.9|0.002442003 
625.5666|69.44|24.8|0.004884005 
630.5712|69.44|24.9|0.00976801 
635.5757|69.44|24.9|0.007326007 
640.5802|69.26|24.8|0.0 
645.5848|69.26|24.9|0.004884005 
650.5893|69.26|24.9|0.0 
655.5939|69.26|25.2|2.910867 
660.5984|70.16|25.3|2.915751 
665.6029|70.16|24.9|6.549451 
670.6075|69.98001|24.8|3.770452 
675.612|70.16|25.0|2.461539 
680.6165|70.34|24.9|2.803419 
685.6211|70.52|25.0|3.492064 
690.6256|70.88|24.8|6.705739 
695.6301|71.06|24.7|6.739927 
700.6346|71.42|24.6|6.666667 
705.6392|71.6|24.6|6.608059 
710.6437|71.42|24.4|0.002442003 
715.6482|71.24|24.5|0.004884005 
720.6528|70.88|24.6|0.004884005 
725.6573|70.7|24.7|0.00976801 
730.6619|70.34|24.7|0.004884005 
735.6664|70.34|24.8|0.01709402 
740.6709|70.16|24.8|0.04151404 
745.6755|70.16|24.8|0.0976801 
750.68|69.98001|24.8|0.1831502 
755.6845|69.8|24.8|0.2930403 
760.6891|69.8|24.9|0.4249084 
765.6936|70.52|24.7|0.5616606 
770.6981|70.34|24.7|0.6837607 
775.7027|70.16|24.7|0.8693529 
780.7072|69.98001|24.6|1.362637 
785.7117|69.8|24.6|3.868132 
790.7162|69.8|24.7|5.347986 
795.7208|69.62|24.7|5.514042 
800.7254|69.62|24.7|5.553114 
805.7299|69.62|24.7|5.626374 
810.7344|69.62|24.7|5.689866 
815.739|69.44|24.7|5.680098 
820.7435|70.16|24.8|5.67033 
825.748|70.34|24.6|5.82906 
830.7526|70.16|24.7|5.958486 
835.7571|69.98001|24.7|6.07326 
840.7616|69.98001|24.6|6.092796 
845.7662|69.98001|24.7|6.114774 
850.7706|69.98001|24.8|6.119658 
855.7752|69.98001|24.8|6.1221 
860.7797|69.8|24.8|6.119658 
865.7843|69.8|24.8|6.13431 
870.7888|69.8|24.8|6.139194 
875.7934|69.8|24.8|6.1221 
880.7979|69.8|24.8|6.119658 
885.8024|69.8|24.8|6.100122 
890.8069|69.8|24.8|6.07326 
895.8115|69.8|24.7|6.043956 
900.8161|69.62|24.7|6.02442 
905.8205|69.62|24.7|6.002442 
910.8251|69.98001|24.7|5.96337 
915.8297|70.34|24.7|5.96337 
920.8341|70.34|24.7|5.924298 
925.8387|70.16|24.7|5.880342 
930.8432|70.16|24.7|5.836386 
935.8477|70.16|24.7|5.787546 
940.8523|69.98001|24.7|5.758242 
945.8568|69.98001|24.7|5.692308 
950.8613|69.98001|24.7|5.650794 
955.8659|69.98001|24.7|5.611722 
960.8704|69.98001|24.7|5.494506 
965.875|69.98001|24.7|5.465202 
970.8795|69.98001|24.7|5.387058 
975.884|69.98001|24.8|5.318682 
980.8886|69.98001|24.8|5.196581 
985.8931|69.98001|24.8|5.094018 
990.8976|69.8|24.7|4.976801 
995.9022|69.98001|24.8|4.840049 
1000.907|69.8|24.7|4.693529 
1005.911|69.8|24.7|4.551893 
1010.916|69.8|24.7|4.371184 
1015.92|69.8|24.7|4.161172 
1020.925|69.8|24.6|3.95116 
1025.929|69.8|24.7|3.748474 
1030.934|69.8|24.8|3.521368 
1035.938|69.8|24.8|3.335775 
1040.943|69.8|24.8|3.032967 
1045.947|69.8|24.8|2.915751 
1050.952|69.8|24.7|2.859585 
1055.957|69.8|24.7|2.857143 
1060.961|69.62|24.6|2.905983 
1065.966|69.8|24.7|2.935287 
1070.97|70.16|24.7|2.937729 
1075.975|70.52|24.8|2.930403 
1080.979|70.52|24.8|2.918193 
1085.984|70.34|24.8|2.918193 
1090.988|70.34|24.8|2.925519 
1095.993|70.34|24.8|2.957265 
1100.997|70.34|24.9|2.949939 
1106.002|70.34|24.8|3.023199 
1111.006|70.16|24.7|3.003663 
1116.011|70.16|24.7|3.008547 
1121.015|70.16|24.7|3.072039 
1126.02|70.16|24.7|3.032967 
1131.025|70.16|24.6|3.042735 
1136.029|70.16|24.8|3.081807 
1141.034|70.34|24.9|3.081807 
1146.038|70.16|24.9|3.081807 
1151.043|70.34|24.9|4.383394 
1156.047|70.34|24.9|6.549451 
1161.052|70.34|25.0|6.642247 
1166.056|70.34|25.0|6.544567 
1171.061|70.34|25.0|6.564103 
1176.065|70.34|25.0|6.627595 
1181.07|70.34|25.1|6.656899 
1186.074|70.34|25.1|6.539683 
1191.079|70.52|25.3|6.529915 
1196.083|70.52|25.3|6.490843 
1201.088|70.52|25.3|6.490843 
1206.093|70.52|25.3|6.463981 
1211.097|70.52|25.3|6.490843 
1216.102|70.52|25.3|6.500611 
1221.106|70.52|25.4|6.490843 
1226.111|70.52|25.5|6.451771 
1231.115|70.7|25.6|6.395605 
1236.12|70.7|25.6|6.354091 
1241.124|70.7|25.7|6.630037 
1246.129|70.88|25.7|6.529915 
1251.133|71.06|25.6|6.588523 
1256.138|71.24|25.5|6.571429 
1261.142|71.6|25.5|6.525031 
1266.147|71.78|25.6|6.432235 
1271.151|71.96|25.9|6.427351 
1276.156|72.14|27.2|6.525031 
1281.16|72.5|27.1|6.402931 
1286.165|72.68|27.1|6.334555 
1291.17|72.86|27.1|6.354091 
1296.174|72.68|26.4|6.373627 
1301.179|72.86|26.4|6.102564 
1306.183|72.68|26.2|6.06105 
1311.188|72.86|26.3|6.173382 
1316.192|72.86|26.4|5.978022 
1321.197|73.22|26.4|5.887668 
1326.201|73.22|26.2|5.592186 
1331.206|73.4|26.2|5.802198 
1336.21|73.22|26.1|5.973138 
1341.215|73.4|26.0|5.611722 
1346.219|73.4|25.9|5.728938 
1351.224|73.22|25.8|5.809524 
1356.228|73.22|25.9|5.221002 
1361.233|73.22|25.9|5.904762 
1366.238|73.22|25.9|5.338218 
1371.242|73.22|25.9|5.435898 
1376.247|73.4|25.8|5.162394 
1381.251|73.58|25.7|5.406594 
1386.256|73.4|25.8|5.145299 
1391.26|73.4|25.7|4.551893 
1396.265|73.58|25.7|4.625153 
1401.269|73.58|25.7|4.908425 
1406.274|73.58|25.7|4.615385 
1411.278|73.4|25.6|4.610501 
1416.283|73.22|25.7|4.810745 
1421.287|73.22|25.7|4.634921 
